DMKN, 11968, 5.775936
ENTPD4, 5121, 5.745140
SEMA6D, 10715, 5.513457
C1RL, 8021, 5.447241
CKMT1B, 652, 5.254907
ANKS6, 13571, 5.227740
EPB41, 1107, 5.127876
HSPA4L, 6380, 5.115248
RRM2B, 7780, 5.109835
BEND6, 13678, 5.068293
GPR161, 6840, 5.068117
SLC25A37, 8045, 5.028694
CPLX1, 6014, 4.990750
MAGI2-AS3, 15514, 4.985407
RORA, 3218, 4.954131
TTC21B, 10572, 4.927122
MIR600HG, 10941, 4.917772
TAF4B, 3701, 4.880240
GNL1, 1451, 4.874049
SLC4A8, 5059, 4.835223
RAD54B, 7040, 4.816512
BBS7, 8815, 4.800128
NFIC, 2428, 4.778893
ESRRG, 1150, 4.775221
NR3C2, 2228, 4.728614
RELT, 11569, 4.713568
KLF12, 6326, 4.702316
AGO1, 7354, 4.691625
SEMA7A, 4440, 4.691090
RMND5A, 10145, 4.681156
MIR29B2CHG, 15347, 4.675494
STRN, 3658, 4.670956
SLC16A6, 4827, 4.665891
UPP1, 3990, 4.660406
EYA4, 1137, 4.642680
REPS1, 11600, 4.611147
ZNF385B, 13063, 4.577313
LYST, 635, 4.555581
IGLL1, 1816, 4.548528
PIK3CA, 2719, 4.538352
ECM1, 1025, 4.535691
FRAT1, 5455, 4.496608
HPS1, 1721, 4.494181
SLC24A2, 7032, 4.457403
LRRC37A4P, 8708, 4.445979
ZNF250, 9842, 4.442275
MYBPHL, 14352, 4.424205
CADPS2, 12002, 4.421148
ADCY9, 68, 4.411819
SKIDA1, 14562, 4.408357
EFR3A, 6626, 4.397766
PHYH, 2703, 4.387706
CELF2, 5917, 4.385923
TBC1D30, 6760, 4.376478
TMF1, 3847, 4.372853
MOGAT2, 10756, 4.363534
TUBD1, 7961, 4.361139
KCNA1, 1919, 4.359598
SCN1B, 3360, 4.354060
VCPKMT, 10435, 4.327201
MYO19, 10763, 4.323164
ZNF365, 6432, 4.305728
RHBDL3, 13282, 4.305313
