BEND6, 13678, 4.835946
CACNB4, 440, 4.703143
ELOVL4, 3648, 4.654497
DENND1B, 13313, 4.619491
MPZL3, 13431, 4.598743
VCPKMT, 10435, 4.426212
KIAA1107, 6726, 4.386399
STARD5, 10873, 4.385989
CDS1, 596, 4.360638
ATP5F1B, 282, 4.337527
SERPINB9, 2709, 4.313946
SLC25A32, 10910, 4.232574
ANKRD37, 14445, 4.232541
CTSZ, 838, 4.211064
RRM2B, 7780, 4.196341
SIKE1, 10743, 4.193170
CNIH1, 5566, 4.192380
INA, 4826, 4.175306
ASAH2B, 15187, 4.173099
ENPP5, 9860, 4.169410
STAU2, 7419, 4.165024
HSPA4L, 6380, 4.147720
HCN1, 14418, 4.134779
SLC12A5, 9592, 4.131118
RASGRF1, 3137, 4.093228
PRICKLE1, 12840, 4.085410
ATP1B1, 271, 4.084293
ATP1B3, 273, 4.076832
PHYH, 2703, 4.056713
C2orf27A, 7667, 4.054122
LOC100294145, 15482, 4.038749
EXTL2, 1170, 4.015847
CTSC, 614, 4.006364
ADAM23, 4615, 4.003787
CDK14, 2686, 3.995293
B4GALT6, 4948, 3.994515
KLHDC2, 6935, 3.993471
SYT3, 11249, 3.989788
ACSF3, 13455, 3.985949
NDUFAF5, 10350, 3.966810
TMEM267, 10071, 3.964705
SKIL, 3454, 3.957386
SETD7, 10899, 3.949377
MRPS30, 6050, 3.942081
CNST, 13320, 3.909104
TBC1D30, 6760, 3.894307
ZFYVE9, 4975, 3.887213
SLC25A40, 9244, 3.878622
POLDIP2, 7235, 3.868873
HACE1, 9641, 3.867746
STRBP, 8917, 3.864291
BBS7, 8815, 3.863607
ANKRD29, 12933, 3.854790
PLS1, 2767, 3.846834
TPTE2P6, 14467, 3.844218
ZNF383, 13301, 3.843903
CCDC25, 8842, 3.830996
OGDHL, 9117, 3.829461
LIAS, 6153, 3.828752
DNAAF2, 8781, 3.826791
MTFP1, 8157, 3.822356
CDR2, 595, 3.817448
ASAP2, 4678, 3.803846
ISCA1, 10971, 3.802520
ASAH2, 9327, 3.794194
TAF13, 3710, 3.784414
PIK3CA, 2719, 3.780981
LRRC49, 8531, 3.779455
TBC1D8, 6229, 3.777160
TRMT9B, 9699, 3.764833
OGFOD2, 10487, 3.764234
ZNF287, 9554, 3.763578
LYPLA1, 5745, 3.763287
PRIM1, 2891, 3.763174
FBXO45, 13508, 3.748897
ECSIT, 8033, 3.748319
CNTNAP1, 4457, 3.747655
ADAM9, 4618, 3.734927
FGF7P6, 14561, 3.726319
SLC2A6, 6263, 3.725627
CPSF3, 8235, 3.724139
CNEP1R1, 13837, 3.723182
PPT1, 2878, 3.720022
CRYBB2P1, 780, 3.718773
LINC01260, 10289, 3.708326
PI4K2A, 8929, 3.701247
FAM20A, 8485, 3.692949
ANKRD62, 14338, 3.691320
SRA1, 5445, 3.686048
COX5A, 4979, 3.683243
CFAP69, 10601, 3.679407
FGF7, 1234, 3.675513
PLEKHA8, 11447, 3.674267
PAQR9, 14363, 3.672105
GALR1, 1346, 3.671853
ATP2B2, 276, 3.669843
GTF3A, 1574, 3.666788
ADAMTS5, 6201, 3.663472
SMCO4, 9393, 3.661199
CDON, 7825, 3.660092
CELF2, 5917, 3.659000
ZNF554, 12182, 3.654445
UQCRC1, 3994, 3.652399
QPCTL, 8516, 3.650519
TTC39B, 13207, 3.650224
FAM3C, 5756, 3.634441
TGFBR1, 3795, 3.632755
FLT3, 1275, 3.630108
ICA1, 1773, 3.620950
DNAJC28, 8612, 3.613279
BID, 351, 3.612367
WDR37, 6426, 3.610391
NME5, 4388, 3.603849
PLAGL1, 2744, 3.596054
UGCG, 3980, 3.593057
INPP5F, 6418, 3.593012
DNAJC11, 9102, 3.583912
DCLK1, 4875, 3.582211
FOCAD, 8586, 3.579505
SLITRK3, 6408, 3.576610
UBE2O, 9936, 3.571535
TRMT61B, 8663, 3.568836
SEC31A, 6414, 3.561839
SLC44A5, 13581, 3.557314
FBXO22, 7309, 3.555689
CPLX1, 6014, 3.551689
BIVM, 8533, 3.551011
GLMN, 6235, 3.550683
PWAR5, 4285, 3.549770
ZDHHC13, 8399, 3.547854
TBC1D4, 5352, 3.535792
RMC1, 7699, 3.535743
FAM216A, 7690, 3.535285
SOAT1, 3558, 3.534395
CRABP1, 757, 3.533695
MID2, 6166, 3.532129
PRRT3, 14120, 3.531591
IMP3, 8860, 3.529876
MAT2B, 7546, 3.528096
COL19A1, 723, 3.522052
STARD10, 6009, 3.520066
RELL2, 14140, 3.517114
CHIC1, 8286, 3.514053
TESC, 8656, 3.513530
ZNF670, 11988, 3.510131
PRKAR2A, 2904, 3.504294
RAD54B, 7040, 3.504152
MAGEL2, 8430, 3.503211
CCDC58, 12628, 3.498775
FBXO16, 13187, 3.492304
ZNF454, 14147, 3.484829
GFM1, 11662, 3.477389
MBTPS2, 8070, 3.476291
PEG3, 2658, 3.464677
MCF2L-AS1, 15479, 3.463255
NAPG, 4628, 3.460409
TBCC, 3726, 3.458289
DHX57, 11800, 3.453281
TRAPPC2B, 5870, 3.453132
UXS1, 10746, 3.448872
STXBP1, 3663, 3.445820
SLC25A15, 5560, 3.444486
LMBR1, 10045, 3.442836
PFKM, 2682, 3.442759
EFR3A, 6626, 3.440145
FASTKD1, 10486, 3.440024
SLC38A6, 12865, 3.438973
KLHL11, 8784, 3.437464
UBE4A, 4963, 3.437164
NCEH1, 9657, 3.436806
SLC36A1, 13589, 3.435587
HCG4, 8363, 3.433018
PCDHB2, 9276, 3.427851
AAK1, 6396, 3.427102
IDE, 1782, 3.422931
RFPL1S, 5961, 3.422343
ACYP2, 54, 3.421802
OR7E91P, 10395, 3.420076
ST8SIA1, 3448, 3.413313
PTX3, 3059, 3.406043
ESRRG, 1150, 3.405031
BCO2, 11117, 3.403610
NR1D2, 5422, 3.401543
UHRF1BP1L, 6556, 3.401235
ZNF318, 7028, 3.398511
TIFA, 11936, 3.396083
VTA1, 8155, 3.396008
MDH1B, 12619, 3.394818
SLC33A1, 4873, 3.393393
UCHL5, 8084, 3.390537
FAM110A, 11037, 3.389569
AFTPH, 8514, 3.388718
RANBP6, 7384, 3.385435
LINC00515, 13909, 3.383424
VIPR1, 4025, 3.381893
ATAD1, 11522, 3.381770
KRIT1, 501, 3.381104
GNRH1, 1452, 3.380494
POGLUT1, 9426, 3.378542
ANKRD16, 8412, 3.376307
FBXL20, 11570, 3.370699
ST3GAL6, 5722, 3.359137
KLRA1P, 5969, 3.358015
STIM2, 9712, 3.355120
KCNA1, 1919, 3.353805
PTGS2, 3022, 3.351824
SMIM13, 13699, 3.346209
SIRT4, 6822, 3.335395
PPP1R15B, 11540, 3.334257
OVGP1, 2553, 3.334227
ROCK2, 5043, 3.333841
HECTD1, 7075, 3.333585
PPP2R5D, 2868, 3.332011
PIP4P2, 8966, 3.331116
TUBE1, 7962, 3.329603
MGST2, 2205, 3.328820
FAM135B, 7869, 3.322635
