DDAH1, 11393, 7.409770
ANKRD6, 3509, 7.223272
PCSK5, 4937, 6.758647
LINC01140, 3040, 6.737791
LINC01197, 4258, 6.529795
OSR1, 3498, 6.415264
CACNG3, 3973, 6.178910
CNR1, 3630, 6.119154
ABLIM3, 11996, 6.091766
COL21A1, 278, 6.066229
FARP1, 6423, 6.050188
SLN, 11989, 6.026045
PKIA, 1252, 5.938988
RTP1, 5247, 5.870640
FSTL5, 187, 5.793945
C2CD4C, 12252, 5.782401
MAOB, 5462, 5.765016
BAIAP3, 2899, 5.759095
PCDH20, 9156, 5.745830
KCNA3, 3155, 5.725083
RRAS2, 3884, 5.687957
NUDT14, 13690, 5.629193
NAV3, 8865, 5.610384
ANO3, 10781, 5.607963
MKL2, 4511, 5.587413
ATP2B4, 13509, 5.551868
PCBD1, 13640, 5.512284
GLP2R, 7234, 5.510013
BSPRY, 8870, 5.491220
DPYSL3, 8796, 5.472464
RIPOR2, 1190, 5.456119
GJA1, 548, 5.380763
ARHGEF28, 3095, 5.371979
EFCAB1, 5139, 5.354377
CHMP1A, 3737, 5.347811
PLCH1, 6080, 5.294237
ADAMTS3, 10461, 5.290973
HMGCR, 1330, 5.246592
PRKCD, 1768, 5.241779
NR4A3, 14367, 5.236248
PHLPP2, 4717, 5.203391
SLIT1, 8826, 5.194300
GDF10, 4737, 5.188277
MGAT4C, 3809, 5.182129
SLC16A2, 10537, 5.150128
MT1F, 13806, 5.142323
SLC39A12, 10666, 5.130882
NANOS1, 1033, 5.098931
FREM3, 13065, 5.072152
UNC5B-AS1, 9877, 5.064437
GNB4, 4557, 5.037772
EDNRB, 14422, 5.029346
VIT, 7534, 5.011540
SLC26A11, 14687, 4.996608
EFHC2, 5899, 4.995253
CDKN2D, 1428, 4.993708
SYT17, 9494, 4.989602
NOV, 8829, 4.963380
CDH11, 3825, 4.957614
SLC35F2, 10801, 4.950952
WFDC1, 574, 4.950747
TUNAR, 660, 4.917414
ARHGAP28, 698, 4.885725
TSPAN33, 2596, 4.885059
TAB2, 14398, 4.883480
RBP4, 11756, 4.874527
CPNE5, 14166, 4.872084
GPR68, 5358, 4.868532
RILPL2, 14277, 4.859756
NSG2, 2270, 4.859090
NECAB2, 1588, 4.857923
HSPB3, 14320, 4.857198
DNAH2, 10249, 4.848566
AEBP1, 7844, 4.847090
GSG1, 7454, 4.823883
TSEN34, 977, 4.811752
GATB, 5441, 4.797928
GRIK2, 8670, 4.797808
CPE, 3487, 4.781127
KRT31, 5135, 4.780620
ZSCAN18, 6151, 4.764562
DZIP3, 13681, 4.763126
GNPTAB, 11934, 4.751683
CNN3, 14923, 4.751215
PCDH8, 11015, 4.750740
BIRC3, 2128, 4.748020
EFEMP1, 11291, 4.743604
PLPP3, 4755, 4.732318
WLS, 6471, 4.726510
MAPK1IP1L, 5865, 4.723335
LMO3, 8303, 4.717220
CRLF1, 14745, 4.712968
CASK, 12930, 4.708499
TUBB, 13434, 4.705353
EIF4EBP1, 8229, 4.701023
AHRR, 5554, 4.698902
SYT10, 13929, 4.695842
C1QL3, 15264, 4.690956
NTSR1, 13558, 4.690936
NETO2, 84, 4.671721
CYP51A1, 14748, 4.670817
GGTA1P, 5953, 4.670165
ARMCX2, 2910, 4.669289
RS1, 12678, 4.668600
MGST1, 7948, 4.654536
LOC100507516, 5755, 4.651280
ACKR3, 591, 4.638487
PTPRF, 11677, 4.635208
UHMK1, 3511, 4.625995
MMD, 2276, 4.618263
CADM1, 6901, 4.614458
CDH10, 4346, 4.609577
MT1B, 6253, 4.603923
MT1X, 3426, 4.595328
SOX9-AS1, 1258, 4.594207
FOLR1, 6170, 4.592929
TOM1L1, 8703, 4.587478
TSPAN18, 2274, 4.584832
CDYL2, 4586, 4.580173
SPIN1, 7512, 4.579246
MCUB, 7617, 4.577572
NUDT10, 13397, 4.576591
ZNF831, 9570, 4.562967
CRYM, 3018, 4.556600
CPNE6, 5221, 4.555492
SYNPR, 12228, 4.554941
BAIAP2, 6589, 4.546348
MT1M, 5176, 4.540080
ISOC1, 9215, 4.533734
STX17-AS1, 2475, 4.533689
NCAN, 10622, 4.532646
ARHGAP12, 1533, 4.526580
ECHDC3, 5699, 4.525613
FABP7, 7425, 4.523886
SEC24D, 2434, 4.520491
SSTR2, 748, 4.519970
ZC3HAV1, 9879, 4.517102
PTCHD1, 4856, 4.516333
PNPLA3, 9638, 4.509387
TNNT1, 11777, 4.508629
VEZT, 15198, 4.502800
