PKIA, 2899, 9.233467
TMEM263, 11756, 9.009175
RIPOR2, 5247, 8.831937
SSTR1, 3630, 8.770990
GRIN3A, 12252, 8.564565
SLIT1, 3509, 8.447940
DKFZp779M0652, 14463, 8.305713
NUDT11, 8796, 8.287405
GDA, 5139, 8.278212
FABP7, 1190, 8.219683
SCN3B, 9156, 8.156433
PPP4R4, 9781, 7.927606
ATP2B4, 278, 7.907032
TUBB6, 11393, 7.901471
TUBB, 13558, 7.842246
ATOH7, 13640, 7.789950
FARP1, 5554, 7.667937
KLHDC8B, 13509, 7.667248
TMEM159, 9494, 7.638770
GABRB1, 1330, 7.602713
LRRC3B, 12228, 7.575657
RBP4, 3155, 7.552010
NANOS1, 14320, 7.537678
GSTM3, 1556, 7.524583
PRKCD, 2908, 7.509816
FXYD6, 8303, 7.508037
DYNLL1, 4557, 7.484946
EFCAB1, 10461, 7.445573
BIRC3, 187, 7.392318
ANKRD6, 6423, 7.330895
SNX7, 8083, 7.330308
PTER, 4937, 7.327683
WNT10B, 4051, 7.322208
TOM1L1, 5462, 7.310874
TM2D3, 10781, 7.308740
NOV, 2473, 7.258035
KCNG1, 1933, 7.243863
PCBD1, 2596, 7.235654
UNC5B-AS1, 15264, 7.225890
FKBP1A, 1252, 7.211580
CENPVL3, 14387, 7.180584
B3GALT6, 12509, 7.166696
GNG4, 1446, 7.154505
MAPK1IP1L, 11989, 7.145364
DPYSL3, 977, 7.131475
PLPPR3, 10666, 7.120575
C1QL3, 14687, 7.112658
SYT17, 8266, 7.074613
PTPRA, 3040, 7.056316
CXorf57, 8717, 7.035926
AMIGO2, 14398, 7.034590
NKAIN4, 12555, 7.028588
RRP7A, 7534, 7.006141
ARHGEF28, 10036, 6.996038
GNPTAB, 10369, 6.994191
RRAS2, 6368, 6.992037
NTSR1, 2511, 6.971941
BAIAP3, 4737, 6.944686
ZSCAN18, 10249, 6.928057
PLPPR4, 5358, 6.890452
C8orf46, 13806, 6.880422
ZNF831, 12562, 6.870702
SLC26A4-AS1, 14166, 6.862796
