GOPC, 9478, 7.479716
STEAP2, 13896, 7.107211
KMT5B, 7916, 6.804487
ZBTB21, 7777, 6.703367
NCEH1, 9657, 6.577528
HERC1, 4728, 6.569382
RANBP2, 3119, 6.198770
DESI2, 7856, 6.070113
PRPF4B, 4712, 6.065735
HCFC2, 7697, 6.044261
SLC4A8, 5059, 6.039777
BBS10, 10530, 5.991834
ZNF304, 9557, 5.915374
GTPBP2, 8462, 5.880202
MED12L, 12269, 5.850078
CSRNP3, 10716, 5.812904
RALGAPA1, 13783, 5.791690
ATP2B1, 275, 5.783073
GTF3C4, 4946, 5.773279
ARFIP1, 7483, 5.742059
SON, 3563, 5.734634
ANKRD27, 11170, 5.734015
KCNQ5, 9320, 5.704876
KDM5B, 5977, 5.672013
ATL2, 10032, 5.664247
GUCY1A2, 1578, 5.621078
SRPRA, 3618, 5.515913
RANBP9, 5467, 5.498928
ZMIZ1, 9514, 5.471683
YOD1, 8942, 5.455232
TMEM106B, 8458, 5.446697
SATB2, 6748, 5.445646
ZFYVE21, 10307, 5.425423
SPARCL1, 4396, 5.345209
IFT140, 5240, 5.340135
RMND5A, 10145, 5.332188
RPA1, 3224, 5.326406
HP1BP3, 7806, 5.322296
FLRT2, 7010, 5.269147
LOC727896, 15219, 5.265177
MBTD1, 8504, 5.255752
EEA1, 4402, 5.234710
SLC9A6, 5781, 5.198141
ATF2, 761, 5.193925
CLCN5, 665, 5.178615
SCAI, 14186, 5.178608
PHLPP2, 6526, 5.167474
PREPL, 5120, 5.145736
ZNF613, 10636, 5.138613
CLDN12, 4798, 5.086525
ARID5B, 11200, 5.073388
NRCAM, 2497, 5.065960
GOLPH3L, 8808, 5.049573
HTR1E, 1762, 5.038428
DAAM1, 6501, 5.020963
XRN1, 8377, 5.016428
CMAHP, 4405, 5.003034
RPS6KB1, 3283, 4.995976
HMGCR, 1680, 4.991933
NRIP1, 4304, 4.989679
THAP1, 8759, 4.988121
STEAP1, 7381, 4.983557
PER2, 4684, 4.961406
SLC39A12, 13663, 4.956764
ZNF75D, 4121, 4.953843
UBR2, 6739, 4.940910
CLIP1, 3317, 4.939619
USP1, 4002, 4.929402
LDLR, 2034, 4.911323
RAPGEF2, 5199, 4.876838
ZNF350, 9878, 4.871327
RNF217, 13155, 4.863934
FER, 1228, 4.852653
PPFIBP1, 4448, 4.849238
NECTIN2, 3066, 4.848675
MDFIC, 7734, 4.838404
NUP153, 5420, 4.826708
TMED8, 13965, 4.826172
UBXN10, 12534, 4.814695
CHL1, 5972, 4.810201
UBR1, 13449, 4.806986
NEK4, 3650, 4.802637
HIF1A, 1638, 4.786255
USP30, 11454, 4.783913
ASB2, 8229, 4.777188
FAM84B, 13189, 4.776820
DCBLD2, 12637, 4.765699
DZIP3, 5176, 4.758812
PAQR3, 13120, 4.753755
PTPN12, 3037, 4.741308
TIPARP, 7168, 4.740600
FBXO33, 13794, 4.737739
ACSL3, 1196, 4.730312
KCND2, 1930, 4.711001
DNA2, 948, 4.703573
TMEM196, 13841, 4.697457
GRIA2, 1514, 4.694054
TAB2, 6589, 4.692177
NCOA2, 5800, 4.691693
FOXG1, 1258, 4.687625
SESN3, 12828, 4.687512
GK, 1406, 4.682660
LSR, 8186, 4.682007
ADCYAP1, 69, 4.678288
TUBB4B, 5708, 4.676099
ZFPM2, 6827, 4.672472
EFEMP1, 1212, 4.666872
ZC3H12C, 11658, 4.666010
EPHB2, 1119, 4.664650
NEXMIF, 14310, 4.656784
APLP2, 190, 4.650238
SLC20A2, 3502, 4.649918
CNR1, 698, 4.646037
FUT9, 5936, 4.636226
SETDB1, 5341, 4.633265
CREBBP, 762, 4.632686
ARID4B, 8258, 4.630966
AEBP1, 99, 4.622010
FMN2, 9345, 4.619843
CASP7, 478, 4.619761
YPEL2, 14603, 4.615941
PRKACB, 2898, 4.612584
EFNA5, 1047, 4.610487
HDAC9, 5233, 4.593188
FBXO46, 6817, 4.591268
KCNMA1, 1951, 4.587569
CAMK1G, 9511, 4.584674
SEC24D, 5343, 4.583557
LCE6A, 14980, 4.582177
TAX1BP1, 4701, 4.564370
PTPRK, 3050, 4.558355
IKZF2, 6372, 4.556768
ATRN, 4427, 4.546725
CUL5, 4271, 4.546615
NTN4, 9864, 4.538465
CDC7, 4345, 4.537441
IFIT5, 7018, 4.531554
FZD6, 4348, 4.526578
FAM117B, 13055, 4.520270
GPR143, 2519, 4.519729
GJA1, 1401, 4.516268
TOR1AIP2, 13314, 4.516182
WDR7, 6765, 4.514146
PCNX4, 10083, 4.511780
CYP51A1, 863, 4.508428
MIR29B2CHG, 15347, 4.503211
ZNF57, 12489, 4.503064
LOC100289230, 15475, 4.499602
PIP5K1B, 4392, 4.488877
MT1M, 2275, 4.483984
PUS7, 8408, 4.480136
HECTD1, 7075, 4.471931
RCAN2, 5607, 4.471207
TMEM170B, 15331, 4.469879
ZBTB34, 14828, 4.458914
RNF103, 4214, 4.457406
MGEA5, 5950, 4.444532
TSEN34, 10310, 4.444290
RBM24, 13696, 4.442426
NCAN, 804, 4.439972
GIGYF2, 7226, 4.436320
CHSY1, 6402, 4.436302
FGD6, 9144, 4.427005
NSMAF, 4413, 4.424282
WFDC12, 12559, 4.419586
N4BP1, 5190, 4.418736
LIN9, 14203, 4.416151
TMEM132B, 12138, 4.414791
SLC16A9, 13654, 4.414785
FBXW7, 8879, 4.411402
CNOT6, 9596, 4.408445
ADAR, 58, 4.401973
OGDHL, 9117, 4.395333
ZNF518B, 11656, 4.394123
ZC3H11A, 5347, 4.391669
ITGB4, 1891, 4.389726
PLEKHF2, 10479, 4.382349
FGL1, 1245, 4.381903
PLPP3, 4528, 4.376594
ALG2, 11620, 4.374911
NGB, 9817, 4.370531
PRDM16, 9970, 4.369811
SLC19A2, 5843, 4.369288
RAD21, 3105, 4.367234
PRB2, 15186, 4.366272
IKZF5, 10055, 4.365001
TOP2B, 3872, 4.355849
PPP1R10, 2855, 4.353598
LONRF2, 13329, 4.351601
RTL8A, 7234, 4.348954
LGI1, 4882, 4.345738
SGMS1, 13877, 4.344857
SYVN1, 11341, 4.342443
HMGXB4, 5463, 4.338588
IPO5, 1990, 4.323073
BMT2, 13160, 4.322685
ALS2CL, 13875, 4.317990
OLFM4, 5845, 4.310215
SLC38A2, 8355, 4.304875
COG5, 5772, 4.303121
AHRR, 9610, 4.300191
ADGRA3, 13346, 4.293381
OAT, 2522, 4.292284
DMTF1, 5429, 4.285824
MTCL1, 6703, 4.285673
ZBTB5, 5389, 4.283150
NAV3, 11677, 4.279174
SLC1A3, 3461, 4.278477
ECT2, 1026, 4.276753
ACKR3, 9444, 4.275931
NDST3, 4958, 4.274181
PCGF5, 11317, 4.272563
KLF16, 11106, 4.271137
CLU, 669, 4.270527
LINC02145, 14785, 4.261594
DDIT4L, 12186, 4.257720
SIRPA, 12807, 4.255928
PLAGL2, 2745, 4.255614
NR3C2, 2228, 4.253383
TRMT6, 8191, 4.249336
RTP1, 12647, 4.248867
RBBP4, 3142, 4.248568
DDAH1, 6928, 4.238805
RNF139, 6296, 4.233758
OLFM3, 12299, 4.233372
LGI4, 13306, 4.232785
RICTOR, 13766, 4.229324
LPIN1, 6634, 4.228138
LYSMD3, 12221, 4.227347
UBE4A, 4963, 4.226282
MGA, 6714, 4.225444
ZBED8, 9949, 4.222173
PPT1, 2878, 4.218614
STXBP6, 7623, 4.214125
KLHL9, 9237, 4.210685
SLC7A11, 6981, 4.208926
SSR1, 3624, 4.208080
SLU7, 5849, 4.205706
PTCD3, 8686, 4.205285
ZCCHC8, 8996, 4.203046
RARB, 3129, 4.198933
TRAF6, 3899, 4.196396
FBLN1, 1205, 4.195472
ARL5B, 13665, 4.193955
TTN, 3927, 4.191207
CDS2, 4620, 4.190916
GTF2E1, 1566, 4.188321
PPP4R1, 5430, 4.185668
PTGIS, 3021, 4.176285
FZD3, 4249, 4.174867
RAB1A, 3083, 4.173738
SLC14A1, 3495, 4.168987
ERBB4, 1134, 4.161964
PAIP1, 5875, 4.158523
ID4, 1781, 4.155806
TBK1, 7641, 4.153929
PCDH8, 2604, 4.152751
TSPYL4, 6715, 4.146790
