RRM2B, 5121, 5.996278
DMKN, 11968, 5.443745
SV2C, 5059, 5.380780
ECM1, 8045, 5.325886
STAU2, 3847, 5.275868
EFR3A, 4440, 5.240482
RHBDL3, 10145, 5.215516
ARL2BP, 7018, 5.065557
NIPAL2, 6326, 4.947291
GSTK1, 1150, 4.926034
SCN1B, 10756, 4.912690
CPLX1, 13678, 4.885118
STARD13, 4045, 4.824703
MAP3K9, 13766, 4.793969
RAD54B, 3218, 4.747648
BBS7, 635, 4.741175
GPR161, 12002, 4.618165
CHML, 1782, 4.592396
MYBPHL, 11600, 4.590623
SATB1, 630, 4.554482
BCO2, 11936, 4.544817
TRAF3IP2-AS1, 6290, 4.543703
LIN28B, 15514, 4.488420
REPS1, 68, 4.479534
CFAP69, 12506, 4.457838
RORA, 11569, 4.457730
CELF2, 10715, 4.433529
SEMA7A, 4521, 4.417182
TXLNG, 3652, 4.416196
FAM20A, 10572, 4.415025
TCF7L2, 10486, 4.412150
LINC01296, 4827, 4.411963
JMY, 6252, 4.408062
VAMP1, 1025, 4.400078
MAPK10, 276, 4.395832
RALB, 7671, 4.382867
NCOA3, 4940, 4.377496
GUCA2B, 8582, 4.375876
ANKS6, 9842, 4.371959
BRAF, 14996, 4.371305
CEP63, 5459, 4.366697
PLAGL1, 4712, 4.346923
LRRC37A4P, 6380, 4.332533
ABCB7, 14490, 4.327456
NR3C2, 1816, 4.320808
TSTD2, 1211, 4.313121
PSMD12, 902, 4.307553
ABL2, 8919, 4.300620
REPIN1, 8489, 4.271145
TIFA, 4303, 4.263227
ABCA9, 12407, 4.246536
AKAP13, 5455, 4.246521
GALR1, 14459, 4.246081
ALX3, 9425, 4.222671
ST3GAL6, 14659, 4.218443
IGDCC3, 1721, 4.200974
KLF12, 1107, 4.193898
COQ10B, 614, 4.187867
KBTBD12, 7040, 4.180134
EPB41, 13063, 4.167611
UPP1, 5298, 4.167076
TBC1D30, 6085, 4.163523
ZNF507, 13577, 4.135578
LRRC75A, 14352, 4.111067
CENPJ, 7354, 4.108626
TBC1D8, 12933, 4.097114
KCNA2, 6953, 4.090658
ACAN, 277, 4.074117
BEND6, 3701, 4.067901
TMF1, 8172, 4.061594
TUBD1, 10941, 4.058003
ANKH, 10574, 4.048420
DOK3, 14467, 4.028676
ADAMTSL1, 14078, 4.025454
GCLM, 15052, 4.025099
MTPAP, 7205, 4.024778
COG2, 5401, 4.013551
OXNAD1, 8763, 4.006501
LOC100132057, 8430, 4.000662
MET, 15155, 3.990562
ZNF853, 8501, 3.983299
DENND4C, 7267, 3.983257
MCF2, 4263, 3.981112
HPS1, 2228, 3.978834
SLC4A8, 7961, 3.975967
RASSF4, 1130, 3.975267
PRKAB1, 2686, 3.972224
PLXNA4, 15380, 3.966442
RMI1, 9289, 3.966055
FAM13A-AS1, 13949, 3.964434
PARGP1, 11662, 3.958108
PHYH, 652, 3.951767
CADPS2, 12673, 3.944368
TTC39B, 1920, 3.935367
MIR600HG, 9830, 3.931071
STAC2, 103, 3.930929
MAGI2-AS3, 1758, 3.909288
C2orf27A, 2930, 3.896393
DPY19L2P2, 9681, 3.892762
HSPA4L, 6014, 3.892046
DIS3L2, 15551, 3.888276
SEMA6D, 1451, 3.882487
STAT4, 1174, 3.869487
KCND3, 4573, 3.863663
GPCPD1, 5334, 3.863078
ZNF791, 5500, 3.857613
GCC2, 8225, 3.852856
C3orf38, 10017, 3.848360
PDP1, 3740, 3.843141
MIR29B2CHG, 9393, 3.841172
ARID2, 4726, 3.839063
ZBTB21, 11893, 3.837586
CHI3L1, 2553, 3.832929
ZFYVE9, 14077, 3.832541
SLC19A2, 2628, 3.829341
FAM81A, 6626, 3.828566
FASTKD1, 13571, 3.822974
COL19A1, 14129, 3.821692
CTSC, 6056, 3.819824
RORB, 13483, 3.809445
FRAT1, 4975, 3.803953
SERTAD4-AS1, 8508, 3.800993
HTR1F, 14562, 3.798391
RFC4, 15257, 3.795009
KCNA1, 8708, 3.793804
EXOG, 5161, 3.792678
TRAF3IP1, 12141, 3.782900
ZNF596, 4948, 3.781743
ST8SIA1, 2428, 3.779291
ENTPD4, 3658, 3.772844
NEFH, 11200, 3.770822
TDP2, 6718, 3.766449
ESRRG, 3990, 3.766062
CHD6, 3892, 3.762544
ZNF562, 1137, 3.762349
C4orf33, 8468, 3.756620
IPW, 7977, 3.756347
HDX, 3283, 3.744351
DPH3, 3680, 3.741392
FGF7, 1763, 3.739446
SRSF8, 5711, 3.739437
AGO1, 11716, 3.734791
HECA, 14771, 3.733285
NFIC, 15184, 3.732335
TPTE, 11435, 3.730166
ZKSCAN7, 7692, 3.730106
PCSK1, 13826, 3.727636
JAK2, 12052, 3.725892
BTBD8, 11817, 3.723227
CORO2A, 9478, 3.721170
ZNF385B, 3360, 3.719858
CAPS2, 9426, 3.718955
PCGF5, 3849, 3.714469
NUB1, 1346, 3.703322
TOP1P2, 326, 3.701413
STRN, 3448, 3.700724
ARHGAP9, 10743, 3.700407
TTC21B, 5439, 3.696294
ERRFI1, 12440, 3.695650
SYCP2, 8929, 3.693319
USP45, 3728, 3.688998
AMMECR1, 12740, 3.685024
DDX3X, 15022, 3.684434
LYST, 8815, 3.677014
GAS2, 13665, 3.675025
NAALAD2, 15295, 3.673569
SKIDA1, 15347, 3.658242
EMILIN3, 8485, 3.657526
KATNAL1, 5946, 3.656138
NT5M, 6771, 3.655774
RNF157, 2614, 3.655191
CA13, 8744, 3.649174
