"","source","term_name","term_id","p_value","significant","term_size","query_size","intersection_size","precision","recall","effective_domain_size"
"1","GO:BP","nervous system development","GO:0007399",1.53393095550502e-10,TRUE,2483,1350,282,0.208888888888889,0.113572291582763,18017
"2","GO:BP","trans-synaptic signaling","GO:0099537",1.25447309707241e-07,TRUE,702,1536,112,0.0729166666666667,0.15954415954416,18017
"3","GO:BP","chemical synaptic transmission","GO:0007268",1.31645592809347e-07,TRUE,694,1536,111,0.072265625,0.159942363112392,18017
"4","GO:BP","anterograde trans-synaptic signaling","GO:0098916",1.31645592809347e-07,TRUE,694,1536,111,0.072265625,0.159942363112392,18017
"5","GO:BP","cell-cell signaling","GO:0007267",3.69692904225933e-07,TRUE,1806,1524,228,0.149606299212598,0.12624584717608,18017
"6","GO:BP","synaptic signaling","GO:0099536",4.04002003132347e-07,TRUE,724,1536,113,0.0735677083333333,0.156077348066298,18017
"7","GO:BP","regulation of trans-synaptic signaling","GO:0099177",1.06273782155781e-06,TRUE,421,1113,61,0.054806828391734,0.144893111638955,18017
"8","GO:BP","detoxification of copper ion","GO:0010273",1.56500081983626e-06,TRUE,14,477,8,0.0167714884696017,0.571428571428571,18017
"9","GO:BP","stress response to copper ion","GO:1990169",1.56500081983626e-06,TRUE,14,477,8,0.0167714884696017,0.571428571428571,18017
"10","GO:BP","cell morphogenesis","GO:0000902",2.25869987375339e-06,TRUE,1058,1142,118,0.103327495621716,0.111531190926276,18017
"11","GO:BP","modulation of chemical synaptic transmission","GO:0050804",2.59856228630346e-06,TRUE,420,1113,60,0.0539083557951483,0.142857142857143,18017
"12","GO:BP","stress response to metal ion","GO:0097501",6.40070651724577e-06,TRUE,16,477,8,0.0167714884696017,0.5,18017
"13","GO:BP","detoxification of inorganic compound","GO:0061687",6.40070651724577e-06,TRUE,16,477,8,0.0167714884696017,0.5,18017
"14","GO:BP","cellular response to zinc ion","GO:0071294",6.72513450248391e-06,TRUE,23,1133,12,0.0105913503971756,0.521739130434783,18017
"15","GO:BP","regulation of alcohol biosynthetic process","GO:1902930",1.3817830033069e-05,TRUE,83,1354,24,0.017725258493353,0.289156626506024,18017
"18","GO:BP","neurogenesis","GO:0022008",2.57212608368194e-05,TRUE,1710,1133,165,0.145631067961165,0.0964912280701754,18017
"19","GO:BP","neuron development","GO:0048666",2.89874048010943e-05,TRUE,1167,1574,158,0.100381194409149,0.135389888603256,18017
"20","GO:BP","cellular response to copper ion","GO:0071280",4.78420425097289e-05,TRUE,27,477,9,0.0188679245283019,0.333333333333333,18017
"21","GO:BP","neuron projection development","GO:0031175",5.27605438716874e-05,TRUE,1030,1573,142,0.0902733630006357,0.137864077669903,18017
"23","GO:BP","cellular zinc ion homeostasis","GO:0006882",7.43381298120585e-05,TRUE,37,477,10,0.0209643605870021,0.27027027027027,18017
"24","GO:BP","zinc ion homeostasis","GO:0055069",0.000129381616058433,TRUE,39,477,10,0.0209643605870021,0.256410256410256,18017
"25","GO:BP","organic hydroxy compound biosynthetic process","GO:1901617",0.000160980040331406,TRUE,260,1372,46,0.0335276967930029,0.176923076923077,18017
"26","GO:BP","regulation of sterol biosynthetic process","GO:0106118",0.000167881193955596,TRUE,50,1354,17,0.0125553914327917,0.34,18017
"27","GO:BP","regulation of cholesterol biosynthetic process","GO:0045540",0.000167881193955596,TRUE,50,1354,17,0.0125553914327917,0.34,18017
"28","GO:BP","head development","GO:0060322",0.000189926917940237,TRUE,829,1338,104,0.077727952167414,0.125452352231604,18017
"29","GO:BP","sterol biosynthetic process","GO:0016126",0.000207455939219562,TRUE,81,1354,22,0.0162481536189069,0.271604938271605,18017
"30","GO:BP","secondary alcohol biosynthetic process","GO:1902653",0.000229791878027131,TRUE,75,1354,21,0.0155096011816839,0.28,18017
"31","GO:BP","cholesterol biosynthetic process","GO:0006695",0.000229791878027131,TRUE,75,1354,21,0.0155096011816839,0.28,18017
"32","GO:BP","cell morphogenesis involved in differentiation","GO:0000904",0.000249193481265933,TRUE,764,1573,110,0.0699300699300699,0.143979057591623,18017
"34","GO:BP","generation of neurons","GO:0048699",0.000304442308837528,TRUE,1605,1121,151,0.134701159678858,0.0940809968847352,18017
"35","GO:BP","neuron differentiation","GO:0030182",0.000351883609181465,TRUE,1437,1121,138,0.123104371097235,0.0960334029227557,18017
"36","GO:BP","alcohol biosynthetic process","GO:0046165",0.000357037634215821,TRUE,163,1354,33,0.0243722304283604,0.202453987730061,18017
"37","GO:BP","renal system development","GO:0072001",0.000460727041838036,TRUE,315,1361,51,0.0374724467303453,0.161904761904762,18017
"38","GO:BP","neuron projection morphogenesis","GO:0048812",0.000518441375641285,TRUE,678,1022,72,0.0704500978473581,0.106194690265487,18017
"39","GO:BP","brain development","GO:0007420",0.000545570749469724,TRUE,784,1338,98,0.0732436472346786,0.125,18017
"40","GO:BP","regulation of protein localization","GO:0032880",0.000577164606839241,TRUE,1010,983,94,0.0956256358087487,0.0930693069306931,18017
"41","GO:BP","cellular transition metal ion homeostasis","GO:0046916",0.000583368069051175,TRUE,115,1242,25,0.0201288244766506,0.217391304347826,18017
"43","GO:BP","cellular component morphogenesis","GO:0032989",0.000986738544692191,TRUE,812,1573,113,0.0718372536554355,0.139162561576355,18017
"44","GO:BP","cellular response to cadmium ion","GO:0071276",0.00100334421975368,TRUE,37,477,9,0.0188679245283019,0.243243243243243,18017
"45","GO:BP","cell part morphogenesis","GO:0032990",0.00101604877363716,TRUE,716,1022,74,0.0724070450097847,0.103351955307263,18017
"46","GO:BP","kidney development","GO:0001822",0.00112191150946444,TRUE,306,1361,49,0.0360029390154298,0.160130718954248,18017
"47","GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039",0.00113752002656301,TRUE,692,1022,72,0.0704500978473581,0.104046242774566,18017
"48","GO:BP","cellular metal ion homeostasis","GO:0006875",0.0012407017829242,TRUE,592,401,34,0.084788029925187,0.0574324324324324,18017
"49","GO:BP","cellular divalent inorganic cation homeostasis","GO:0072503",0.00130126626804308,TRUE,498,522,36,0.0689655172413793,0.072289156626506,18017
"50","GO:BP","cell projection morphogenesis","GO:0048858",0.00141513731770977,TRUE,696,1022,72,0.0704500978473581,0.103448275862069,18017
"51","GO:BP","axon development","GO:0061564",0.00144911290362184,TRUE,533,1573,81,0.0514939605848697,0.151969981238274,18017
"52","GO:BP","divalent inorganic cation homeostasis","GO:0072507",0.00159495894235317,TRUE,519,685,44,0.0642335766423358,0.0847784200385356,18017
"53","GO:BP","signal release","GO:0023061",0.00188605962107863,TRUE,618,238,25,0.105042016806723,0.040453074433657,18017
"54","GO:BP","central nervous system development","GO:0007417",0.00207950396623002,TRUE,1065,1338,122,0.0911808669656203,0.114553990610329,18017
"55","GO:BP","regulation of cholesterol metabolic process","GO:0090181",0.00227480025483861,TRUE,65,1354,18,0.0132939438700148,0.276923076923077,18017
"56","GO:BP","cellular response to metal ion","GO:0071248",0.00229288369286127,TRUE,194,1529,38,0.0248528449967299,0.195876288659794,18017
"57","GO:BP","organic hydroxy compound metabolic process","GO:1901615",0.00242802733159576,TRUE,570,1390,77,0.0553956834532374,0.135087719298246,18017
"58","GO:BP","urogenital system development","GO:0001655",0.00301844976024848,TRUE,353,1361,53,0.0389419544452608,0.15014164305949,18017
"59","GO:BP","cellular cation homeostasis","GO:0030003",0.00304751676490572,TRUE,673,401,36,0.0897755610972569,0.0534918276374443,18017
"60","GO:BP","response to copper ion","GO:0046688",0.00319722866622214,TRUE,42,477,9,0.0188679245283019,0.214285714285714,18017
"61","GO:BP","animal organ morphogenesis","GO:0009887",0.00340150380173279,TRUE,1095,1260,118,0.0936507936507937,0.107762557077626,18017
"62","GO:BP","positive regulation of secretion by cell","GO:1903532",0.00372605418996716,TRUE,351,522,28,0.053639846743295,0.0797720797720798,18017
"63","GO:BP","axonogenesis","GO:0007409",0.0048430120687159,TRUE,488,1573,74,0.0470438652256834,0.151639344262295,18017
"64","GO:BP","cell projection organization","GO:0030030",0.00505443241739742,TRUE,1608,1060,139,0.131132075471698,0.0864427860696517,18017
"65","GO:BP","cellular ion homeostasis","GO:0006873",0.00507137688460111,TRUE,688,401,36,0.0897755610972569,0.0523255813953488,18017
"66","GO:BP","positive regulation of secretion","GO:0051047",0.00530637465358764,TRUE,378,522,29,0.0555555555555556,0.0767195767195767,18017
"67","GO:BP","peptide hormone secretion","GO:0030072",0.00592329512275936,TRUE,267,78,9,0.115384615384615,0.0337078651685393,18017
"68","GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667",0.00634192922115219,TRUE,615,1573,88,0.0559440559440559,0.143089430894309,18017
"69","GO:BP","cellular chemical homeostasis","GO:0055082",0.00646330076778676,TRUE,845,401,41,0.102244389027431,0.0485207100591716,18017
"70","GO:BP","regulation of membrane potential","GO:0042391",0.00712328550724636,TRUE,449,1242,58,0.0466988727858293,0.129175946547884,18017
"71","GO:BP","transition metal ion homeostasis","GO:0055076",0.00721382362055904,TRUE,139,401,14,0.0349127182044888,0.100719424460432,18017
"72","GO:BP","regulation of transport","GO:0051049",0.0077701262511856,TRUE,1887,1000,150,0.15,0.0794912559618442,18017
"73","GO:BP","regulation of secretion by cell","GO:1903530",0.00870413862937794,TRUE,697,526,43,0.0817490494296578,0.0616929698708752,18017
"74","GO:BP","cell development","GO:0048468",0.00910721919282793,TRUE,2237,1574,254,0.161372299872935,0.113544926240501,18017
"75","GO:BP","cellular response to inorganic substance","GO:0071241",0.00947689985642502,TRUE,222,1242,35,0.0281803542673108,0.157657657657658,18017
"76","GO:BP","response to toxic substance","GO:0009636",0.0102059794447125,TRUE,250,1348,40,0.029673590504451,0.16,18017
"77","GO:BP","plasma membrane bounded cell projection organization","GO:0120036",0.0103283494180249,TRUE,1567,1054,134,0.127134724857685,0.0855137204850032,18017
"78","GO:BP","cellular homeostasis","GO:0019725",0.0122418177583975,TRUE,1006,959,87,0.0907194994786236,0.0864811133200795,18017
