PKIA, 2899, 9.312676
RIPOR2, 5247, 8.970753
TMEM263, 11756, 8.934388
SSTR1, 3630, 8.734077
SLIT1, 3509, 8.486506
GRIN3A, 12252, 8.479781
NUDT11, 8796, 8.338164
GDA, 5139, 8.321873
DKFZp779M0652, 14463, 8.261330
FABP7, 1190, 8.218760
SCN3B, 9156, 8.156766
TUBB, 13558, 7.931676
TUBB6, 11393, 7.918452
PPP4R4, 9781, 7.915622
ATP2B4, 278, 7.897088
ATOH7, 13640, 7.884521
TMEM159, 9494, 7.782183
GABRB1, 1330, 7.760983
FARP1, 5554, 7.755107
LRRC3B, 12228, 7.738669
RBP4, 3155, 7.664381
NANOS1, 14320, 7.573874
KLHDC8B, 13509, 7.558641
FXYD6, 8303, 7.555767
GSTM3, 1556, 7.542224
DYNLL1, 4557, 7.536392
PRKCD, 2908, 7.523675
EFCAB1, 10461, 7.483155
BIRC3, 187, 7.463562
PTER, 4937, 7.450632
PCBD1, 2596, 7.431722
ANKRD6, 6423, 7.406894
SNX7, 8083, 7.358240
WNT10B, 4051, 7.335482
TOM1L1, 5462, 7.319122
NOV, 2473, 7.312090
CENPVL3, 14387, 7.278453
UNC5B-AS1, 15264, 7.255622
DPYSL3, 977, 7.231061
MAPK1IP1L, 11989, 7.217772
TM2D3, 10781, 7.207412
KCNG1, 1933, 7.205008
B3GALT6, 12509, 7.198815
GNG4, 1446, 7.158006
SYT17, 8266, 7.151193
C1QL3, 14687, 7.139334
FKBP1A, 1252, 7.112876
PLPPR3, 10666, 7.067565
BAIAP3, 4737, 7.026429
RRAS2, 6368, 7.015596
PTPRA, 3040, 7.010624
ZSCAN18, 10249, 7.003835
CXorf57, 8717, 6.999860
NTSR1, 2511, 6.991797
SLC26A4-AS1, 14166, 6.979611
ZNF831, 12562, 6.967224
RRP7A, 7534, 6.957575
AMIGO2, 14398, 6.952137
NKAIN4, 12555, 6.949124
ARHGEF28, 10036, 6.914510
FAM120AOS, 13211, 6.898242
CTXN1, 14832, 6.880767
GNPTAB, 10369, 6.879946
ERFE, 13065, 6.847083
DCAKD, 10622, 6.843420
PEX19, 3069, 6.837076
C8orf46, 13806, 6.833942
SUB1, 6080, 6.830048
WDR86, 14422, 6.828809
PLPPR4, 5358, 6.803369
PNMA8A, 8829, 6.797112
GNB4, 9877, 6.781462
MMD, 6901, 6.779548
FZD1, 4346, 6.740601
SLC16A2, 3498, 6.701280
SMIM29, 13690, 6.696579
AP3S1, 660, 6.696030
RAVER2, 8826, 6.691892
SLC7A4, 3487, 6.675779
LRRC36, 8870, 6.651488
GLRA2, 1419, 6.649203
NUDT10, 13397, 6.641186
NSG2, 8197, 6.635832
TCEA3, 3737, 6.612536
CASK, 4511, 6.607382
MCUB, 8670, 6.599711
PCDH20, 10175, 6.577083
B9D1, 7425, 6.575159
DYDC2, 11316, 6.571704
GABRA5, 1329, 6.569834
TUBB8P12, 13892, 6.495986
NECAB2, 8429, 6.494183
LOC93622, 11996, 6.493056
ENOX1, 8703, 6.479437
RAB27B, 3095, 6.478909
NUDT14, 13844, 6.462268
MAGED1, 5061, 6.456992
CYB5R1, 8243, 6.454068
CD63, 548, 6.444116
CDKN2D, 591, 6.412959
LINC01140, 14277, 6.396996
SYNPR, 12650, 6.387894
NAV3, 11677, 6.386695
RASL10A, 5899, 6.375079
CDH10, 574, 6.371776
PCED1B, 11843, 6.366576
GPR160, 7396, 6.364365
MGST1, 2204, 6.357039
B3GALNT1, 4588, 6.352866
RAB36, 5135, 6.348999
C2CD4C, 12501, 6.343292
LINC02482, 15718, 6.329593
PGAP1, 10721, 6.327874
TBC1D24, 9589, 6.315885
PID1, 8676, 6.313573
MOB1B, 11934, 6.310036
MSANTD1, 14367, 6.291280
FBXO2, 7296, 6.285899
SNRNP27, 6151, 6.277776
CHCHD6, 11291, 6.275593
HTR7, 1768, 6.266759
CPNE6, 4967, 6.262137
SCGN, 5865, 6.255318
DNAJA4, 8949, 6.254054
ISOC1, 7844, 6.243554
UG0898H09, 15079, 6.239500
JPT1, 7948, 6.237400
F12, 1183, 6.225310
EFHC2, 10801, 6.216074
KIAA1024, 6699, 6.211594
PEA15, 4576, 6.193021
RILPL2, 13434, 6.182161
GGCT, 10291, 6.180551
SLN, 3511, 6.170670
LINC01197, 14750, 6.162995
RSPH9, 13681, 6.161464
RHBDD2, 9570, 6.159887
RASGEF1C, 13827, 6.142619
TUBB2A, 3933, 6.141700
CDH9, 573, 6.138263
CHID1, 10266, 6.137727
FAM117A, 10933, 6.124072
UHMK1, 12538, 6.120338
MAOB, 2128, 6.115981
CNR1, 698, 6.113143
EDNRB, 1033, 6.085176
C5orf49, 12678, 6.074037
PPM1M, 12649, 6.070777
CACNA1H, 4722, 6.067837
CHMP1A, 2612, 6.063051
NR4A3, 4258, 6.061718
SSTR2, 3631, 6.061568
WDR66, 12849, 6.054133
GPRIN2, 5221, 6.049384
DDAH1, 6928, 6.024447
ARHGAP12, 12025, 6.023966
MT1F, 2272, 6.002481
SPPL3, 12359, 5.992581
VEZT, 8993, 5.990829
MT1B, 2270, 5.988251
SST, 3629, 5.979132
PNCK, 12757, 5.970941
PGM2L1, 13929, 5.968985
IL33, 11794, 5.964617
CADM1, 6992, 5.961091
CACNG3, 5699, 5.957017
CCT5, 6471, 5.955262
COG5, 5772, 5.952340
CHST1, 4476, 5.951286
IFI27L2, 11142, 5.944611
LMO3, 9209, 5.938026
FAM102B, 14068, 5.931161
RPA2, 3225, 5.921035
PCSK5, 2615, 5.918096
THRA, 3809, 5.903502
WLS, 10681, 5.888985
PAK3, 2581, 5.887048
SNCA, 3538, 5.877658
HMGCR, 1680, 5.874460
SLA, 3458, 5.864539
BCKDK, 5657, 5.861861
FNBP1L, 8555, 5.860134
GPM6A, 1469, 5.852001
RNF150, 9606, 5.847481
TIMM8B, 7353, 5.831883
NADK2, 12672, 5.821201
TUBB4B, 5708, 5.818125
CCBE1, 12930, 5.817921
YWHAZ, 4073, 5.811420
WDR1, 5406, 5.811082
FGGY, 8865, 5.809325
MT1L, 2276, 5.797545
TDRD9, 12364, 5.785026
DDAH2, 6925, 5.776467
PHPT1, 7617, 5.776144
C1orf61, 5787, 5.775164
HPCAL4, 8113, 5.769121
HTR7P1, 11974, 5.769040
DCLK2, 13345, 5.765538
PRDX6, 5125, 5.762657
RTN4RL2, 14426, 5.761588
MAGEH1, 7588, 5.758420
ATP6V1C1, 294, 5.751914
GRM1, 1533, 5.750116
TSEN34, 10310, 5.744383
DNAH5, 949, 5.743657
NSFL1C, 9242, 5.736081
GLRA3, 4257, 5.733437
CETN2, 610, 5.728546
FAM110C, 15041, 5.718206
ECHDC3, 10537, 5.716622
ASIC2, 25, 5.715163
LDHD, 13451, 5.714880
DYRK3, 4416, 5.708773
CPE, 748, 5.700623
ADRA1B, 84, 5.698482
PSIP1, 6253, 5.697827
ROBO2, 3215, 5.687718
PDGFC, 9252, 5.687709
TFPT, 7673, 5.685654
GNG2, 8348, 5.676956
LOXL1, 2070, 5.664625
GABRA3, 1327, 5.657450
ME1, 2168, 5.654195
MT1G, 2273, 5.642633
TPM3, 3884, 5.641644
ABLIM3, 6427, 5.640599
MT1X, 2277, 5.637560
RGMB, 14149, 5.637295
EXOC6, 8418, 5.630720
DKK3, 7447, 5.624730
PDE2A, 2625, 5.615619
GMFB, 1428, 5.614321
NUPR1, 7337, 5.610107
PSD3, 6785, 5.609356
DZIP3, 5176, 5.609278
ACSL4, 1197, 5.609066
YWHAH, 4072, 5.603042
SGSH, 3426, 5.600839
TMEM176A, 8932, 5.600260
COL21A1, 10947, 5.593330
RTL8A, 7234, 5.591982
CNTN1, 701, 5.590750
DNAJC2, 7398, 5.590680
STX17-AS1, 14952, 5.590484
C2orf80, 14646, 5.587073
RIMBP2, 6877, 5.576021
ALKAL2, 14090, 5.568178
AK4, 117, 5.555972
CDH11, 575, 5.548313
LRP1B, 8290, 5.537729
OSR1, 12607, 5.536635
PNMT, 2791, 5.535974
CPAMD8, 7463, 5.535406
SLC7A11, 6981, 5.535093
ETNPPL, 10163, 5.531139
TMSB10, 4856, 5.530931
TTPAL, 10385, 5.529732
AHRR, 9610, 5.526446
MT1E, 2271, 5.525236
HMGCS1, 1681, 5.523838
PLPPR2, 10109, 5.521999
SUSD1, 10074, 5.511523
LOC728392, 15234, 5.506520
MT1JP, 2274, 5.500504
NDFIP1, 10870, 5.498751
ANOS1, 1916, 5.493502
TNNT1, 3863, 5.481071
GLOD4, 7857, 5.479470
SARNP, 11309, 5.475072
ARMCX2, 5305, 5.474138
NOL4, 4591, 5.473938
SH3BGRL3, 11015, 5.468840
GYPE, 1588, 5.468504
KCNMB4, 7538, 5.443947
ADAMTS3, 5064, 5.443723
TMEM106C, 10295, 5.440336
MBOAT7, 10357, 5.440117
ACOT2, 6114, 5.430902
ZCCHC18, 15101, 5.430756
ATP6V1H, 8192, 5.427134
MKL2, 9615, 5.425335
GRIK2, 1521, 5.417412
MZT2A, 15198, 5.416635
C19orf12, 11057, 5.416219
PTRH1, 12739, 5.415325
LARGE1, 4885, 5.407712
CAMK2D, 457, 5.405573
